href,aria_label
https://us.cnn.com?hpt=header_edition-picker,US Edition Link
https://edition.cnn.com?hpt=header_edition-picker,International Edition Link
https://arabic.cnn.com?hpt=header_edition-picker,Arabic Edition Link
https://cnnespanol.cnn.com/?hpt=header_edition-picker,Espa̱ol Edition Link
https://edition.cnn.com/world/africa,World Africa
https://edition.cnn.com/world/americas,World Americas
https://edition.cnn.com/world/asia,World Asia
https://edition.cnn.com/world/australia,World Australia
https://edition.cnn.com/world/china,World China
https://edition.cnn.com/world/europe,World Europe
https://edition.cnn.com/world/india,World India
https://edition.cnn.com/world/middle-east,World Middle East
https://edition.cnn.com/world/united-kingdom,World United Kingdom
https://edition.cnn.com/politics/president-donald-trump-47,US Politics Trump
https://www.cnn.com/politics/fact-check,US Politics Facts First
https://edition.cnn.com/polling,US Politics CNN Polls
https://www.cnn.com/election/2025,US Politics 2025 Elections
https://edition.cnn.com/business/tech,Business Tech
https://edition.cnn.com/business/media,Business Media
https://edition.cnn.com/business/financial-calculators,Business Calculators
https://edition.cnn.com/business/videos,Business Videos
https://edition.cnn.com/markets/premarkets,Markets Pre-markets
https://edition.cnn.com/markets/after-hours,Markets After-Hours
https://edition.cnn.com/markets/fear-and-greed,Markets Fear & Greed
https://edition.cnn.com/business/investing,Markets Investing
https://edition.cnn.com/business/markets-now,Markets Markets Now
https://edition.cnn.com/business/markets/nightcap,Markets Nightcap
https://edition.cnn.com/interactive/life-but-better/,"Health Life, But Better"
https://edition.cnn.com/health/life-but-better/fitness,Health Fitness
https://edition.cnn.com/health/life-but-better/food,Health Food
https://edition.cnn.com/health/life-but-better/sleep,Health Sleep
https://edition.cnn.com/health/life-but-better/mindfulness,Health Mindfulness
https://edition.cnn.com/health/life-but-better/relationships,Health Relationships
https://edition.cnn.com/entertainment/movies,Entertainment Movies
https://edition.cnn.com/entertainment/tv-shows,Entertainment Television
https://edition.cnn.com/entertainment/celebrities,Entertainment Celebrity
https://edition.cnn.com/business/tech/innovate,Tech Innovate
https://edition.cnn.com/business/tech/foreseeable-future,Tech Foreseeable Future
https://edition.cnn.com/business/tech/mission-ahead,Tech Mission: Ahead
https://edition.cnn.com/business/work-transformed,Tech Work Transformed
https://edition.cnn.com/business/tech/innovative-cities,Tech Innovative Cities
https://edition.cnn.com/style/arts,Style Arts
https://edition.cnn.com/style/design,Style Design
https://edition.cnn.com/style/fashion,Style Fashion
https://edition.cnn.com/style/architecture,Style Architecture
https://edition.cnn.com/style/luxury,Style Luxury
https://edition.cnn.com/style/beauty,Style Beauty
https://edition.cnn.com/style/videos,Style Video
https://edition.cnn.com/travel/destinations,Travel Destinations
https://edition.cnn.com/travel/food-and-drink,Travel Food & Drink
https://edition.cnn.com/travel/stay,Travel Stay
https://edition.cnn.com/travel/news,Travel News
https://edition.cnn.com/travel/videos,Travel Videos
https://edition.cnn.com/sport/football,Sports Football
https://edition.cnn.com/sport/tennis,Sports Tennis
https://edition.cnn.com/sport/golf,Sports Golf
https://edition.cnn.com/sport/motorsport,Sports Motorsport
https://edition.cnn.com/sport/us-sports,Sports US Sports
https://edition.cnn.com/sport/paris-olympics-2024,Sports Olympics
https://edition.cnn.com/sport/climbing,Sports Climbing
https://edition.cnn.com/sport/esports,Sports Esports
https://bleacherreport.com/nhl,Sports Hockey
